10,5247.9931702047,5212.4873307948,1299.257,2024-02-13,13:12:34.114,0.2,2.55,0.08,1.12,0.08,24.41,1.0,0.21,0.0,0.0023,18240.0,0.58,0.55,99.0,46.0,10584.68,4150.99,2597.02,5.1,127.5,0.41,10.19,0.04,1.6,0.03,1.22,0.02,2.84,0.99,0.4,0.0,0.0012,24000.0,0.46,0.02,97.0,39.0,2293.19,1431.73,2597.02,3.2,80.08,0.09,2.21,7.16,66.48,0.01,26.35,0.0,100.0,0.0,0.0,0.0,0.0,2.26,27.72,0.13,69.89,0.0,100.0,0.0,0.0,0.0,0.0,73.42,53.08,4.49,4.4,0.33,0.0,3.0,3.0,0.63,2.84,0.22,1.12,0.0,3.46,1.0,0.11,0.0,0.0021,4040.0,19.77,80.23,0.0,0.0,0.0,47.0,1626.77,572.66,2597.02,5.68,142.04,1.25,31.32,,11838624.0,3524794.0,1696618.0,117487594.0,8153292.0,0.0,560168.0,10651102.0,125104.0,4408572.0,10002146.0,0.0,27776.0,162190.0,124.98,191.79,454.74,360.63,579.71,552.41,2132584110.0,1132.13,222.57,3.16,226.76,6.49,449.32,9.65,2132595969.0,458.98,1029.04,562.07,1591.11,1.7542608049106,4967.311441419,5247.9931702047,13561865.0,4794738180.0,1024
11,5246.1833584064,5246.074381399,35.68,2024-02-13,13:12:35.114,0.2,2.54,0.08,1.12,0.1,24.41,1.0,0.21,0.0,0.0023,19000.0,0.58,0.55,99.0,45.0,10570.31,4158.67,2598.88,5.08,127.09,0.41,10.17,0.04,1.61,0.03,1.22,0.01,2.85,1.0,0.39,0.0,0.0012,23800.0,0.44,0.01,97.0,40.0,2292.11,1419.61,2598.88,3.23,80.73,0.09,2.21,7.17,66.66,0.06,26.11,0.0,100.0,0.0,0.0,0.0,0.0,2.24,27.97,0.15,69.64,0.0,100.0,0.0,0.0,0.0,0.0,73.45,53.02,4.52,4.4,0.33,0.0,3.0,3.0,0.63,2.85,0.22,1.12,0.0,3.46,1.0,0.11,0.0,0.0021,4400.0,19.76,80.24,0.0,0.0,0.0,48.0,1632.87,572.86,2598.88,5.7,142.52,1.26,31.42,,11854234.0,3540978.0,1841532.0,116897928.0,8146348.0,84.0,558572.0,10657556.0,125874.0,4638578.0,10181920.0,0.0,27832.0,163058.0,123.9,189.84,450.58,357.43,574.47,547.27,2132487136.0,1121.74,215.7,2.7,219.4,6.0,435.11,8.71,2132530633.0,443.82,1009.58,555.98,1565.56,1.7548152931107,4965.4129115087,5246.1833584064,15316754.0,5415440864.0,1024
12,5244.3647990035,5243.7929398691,13.619,2024-02-13,13:12:36.115,0.2,2.56,0.08,1.12,0.08,24.54,1.0,0.21,0.0,0.0023,18960.0,0.57,0.54,99.0,46.0,10591.22,4144.45,2597.33,5.11,127.78,0.41,10.19,0.04,1.61,0.03,1.22,0.01,2.87,1.0,0.39,0.0,0.0013,23600.0,0.42,0.01,97.0,40.0,2294.05,1424.99,2597.33,3.22,80.49,0.09,2.21,7.15,66.33,0.01,26.5,0.0,100.0,0.0,0.0,0.0,0.0,2.25,27.62,0.11,70.02,0.0,100.0,0.0,0.0,0.0,0.0,73.41,53.07,4.5,4.39,0.33,0.0,3.0,3.0,0.63,2.86,0.22,1.12,0.0,3.48,1.0,0.11,0.0,0.0021,3600.0,19.75,80.25,0.0,0.0,0.0,47.0,1637.9,572.15,2597.33,5.73,143.14,1.26,31.53,,11842642.0,3534454.0,1822520.0,116889864.0,8145382.0,140.0,522760.0,10653076.0,125412.0,4505130.0,10169572.0,0.0,27538.0,126602.0,124.23,190.2,452.15,358.16,576.38,548.36,2134664344.0,1124.73,210.37,1.67,214.07,4.96,424.44,6.63,2134599446.0,431.07,1000.82,554.99,1555.8,1.7535303047314,4963.7999502464,5244.3647990035,17070322.0,6035929196.0,1024
13,5244.4053705388,5244.9992599444,13.894,2024-02-13,13:12:37.115,0.21,2.65,0.08,1.12,0.09,20.94,1.0,0.21,0.0,0.0019,18720.0,0.55,0.47,99.0,46.0,11033.07,4162.36,2597.7,5.3,132.53,0.42,10.62,0.04,1.63,0.03,1.22,0.01,2.53,1.0,0.39,0.0,0.0011,24200.0,0.33,0.01,96.0,39.0,2332.5,1428.24,2597.7,3.27,81.66,0.09,2.24,7.18,66.27,0.01,26.55,0.0,100.0,0.0,0.0,0.0,0.0,2.25,27.55,0.13,70.07,0.0,100.0,0.0,0.0,0.0,0.0,73.6,53.04,4.45,4.37,0.33,0.0,3.0,3.0,0.67,3.01,0.22,1.12,0.0,2.91,1.0,0.11,0.0,0.0017,3880.0,19.86,80.14,0.0,0.0,0.0,46.0,1729.7,575.41,2597.7,6.01,150.3,1.33,33.29,,7757372.0,2606520.0,1736630.0,96326846.0,5082910.0,140.0,499618.0,6702598.0,79282.0,4478446.0,7677600.0,0.0,17500.0,103824.0,113.05,138.36,423.66,297.28,536.71,435.64,2132384050.0,972.35,142.27,1.73,145.77,5.05,288.04,6.78,2132419535.0,294.82,824.75,442.42,1267.17,1.7540580881343,4963.7560764374,5244.4053705388,18824434.0,6656417776.0,1024
14,5245.9293622151,5245.1156041647,13.879,2024-02-13,13:12:38.114,0.22,2.73,0.08,1.12,0.08,18.71,1.0,0.21,0.0,0.0017,19040.0,0.53,0.42,99.0,46.0,11288.3,4135.03,2594.89,5.46,136.5,0.43,10.87,0.05,1.64,0.03,1.22,0.01,2.32,0.99,0.38,0.0,0.001,24000.0,0.27,0.01,95.0,38.0,2350.8,1431.29,2594.89,3.28,82.12,0.09,2.26,7.14,66.24,0.0,26.61,0.0,100.0,0.0,0.0,0.0,0.0,2.26,27.47,0.15,70.13,0.0,100.0,0.0,0.0,0.0,0.0,73.73,52.98,4.42,4.35,0.0,0.0,3.0,3.0,0.68,3.1,0.22,1.12,0.0,2.56,1.0,0.11,0.0,0.0014,4000.0,19.76,80.24,0.0,0.0,0.0,48.0,1772.86,571.94,2594.89,6.2,154.99,1.37,34.16,,7726978.0,2626386.0,1633926.0,94241812.0,5086452.0,112.0,254198.0,6701996.0,80374.0,4468954.0,8084426.0,0.0,17458.0,101192.0,118.7,144.4,442.65,309.13,561.36,453.53,2134481542.0,1014.89,143.98,6.62,147.91,9.94,291.9,16.56,2134564694.0,308.46,853.26,470.09,1323.35,1.7565708123914,4964.8780322325,5245.9293622151,20581043.0,7277041022.0,1024
15,5248.6116935649,5248.3500830118,11.303,2024-02-13,13:12:39.115,0.21,2.31,0.09,1.12,0.26,16.76,0.98,0.23,0.0,0.0016,20040.0,0.64,0.51,96.0,45.0,10709.56,4644.39,2598.76,4.61,115.3,0.41,10.3,0.04,1.26,0.03,1.18,0.09,2.83,0.97,0.4,0.0,0.0013,23840.0,0.34,0.03,88.0,38.0,2242.04,1783.57,2598.76,2.51,62.85,0.09,2.16,8.01,70.4,0.08,21.51,0.0,100.0,0.0,0.0,0.0,0.0,2.9,33.63,0.25,63.21,0.0,100.0,0.0,0.0,0.0,0.0,74.52,54.57,4.48,4.39,0.33,0.33,3.0,3.0,0.64,2.9,0.22,1.12,0.0,2.26,1.0,0.11,0.0,0.0014,4240.0,19.83,80.17,0.0,0.0,0.0,46.0,1665.92,574.9,2598.76,5.8,144.89,1.28,32.05,,7963214.0,2599436.0,1824172.0,94781036.0,5070002.0,112.0,487746.0,6695416.0,79240.0,4616696.0,8355746.0,0.0,17570.0,103152.0,131.03,155.73,479.45,331.24,610.49,486.97,2132257223.0,1097.45,160.19,9.43,163.6,12.74,323.8,22.17,2132155712.0,345.96,934.28,509.13,1443.42,1.7576600424387,4967.3860867747,5248.6116935649,22338741.0,7897977692.0,1024
16,5110.2799599642,4823.1800709491,24.016,2024-02-13,13:12:40.115,0.22,2.76,0.08,1.11,0.08,18.74,1.0,0.2,0.0,0.0016,19720.0,0.53,0.43,99.0,45.0,11395.77,4130.41,2598.06,5.52,137.95,0.44,10.97,0.04,1.63,0.03,1.22,0.03,2.26,0.99,0.39,0.0,0.001,22920.0,0.3,0.01,96.0,39.0,2318.89,1419.04,2598.06,3.27,81.71,0.09,2.23,7.13,66.79,0.03,26.05,0.0,100.0,0.0,0.0,0.0,0.0,2.24,28.14,0.16,69.45,0.0,100.0,0.0,0.0,0.0,0.0,73.96,53.06,4.44,4.36,0.33,0.33,3.0,3.0,0.69,3.12,0.22,1.12,0.0,2.57,1.0,0.11,0.0,0.0014,4040.0,19.86,80.14,0.0,0.0,0.0,46.0,1797.38,575.48,2598.06,6.25,156.16,1.38,34.59,,7695352.0,2653210.0,1718458.0,92484252.0,5059670.0,140.0,489174.0,6697684.0,80052.0,4496968.0,8595048.0,0.0,17542.0,103068.0,112.73,137.58,423.14,296.81,535.87,434.39,2134693640.0,970.26,145.4,2.5,149.07,5.84,294.47,8.34,2134741299.0,302.81,830.34,442.73,1273.07,1.7094173937542,4836.7731769635,5110.2799599642,24048183.0,8502583042.0,1024
17,3315.6816290945,3315.1965289125,11.674,2024-02-13,13:12:41.115,0.22,2.75,0.08,1.11,0.1,18.66,0.99,0.21,0.0,0.0016,19520.0,0.53,0.43,99.0,46.0,11353.35,4125.25,2595.51,5.5,137.61,0.44,10.94,0.05,1.66,0.03,1.22,0.01,2.22,1.0,0.39,0.0,0.0009,23160.0,0.29,0.01,95.0,37.0,2342.95,1412.9,2595.51,3.32,82.91,0.09,2.26,7.13,66.26,0.02,26.59,0.0,100.0,0.0,0.0,0.0,0.0,2.23,27.54,0.14,70.09,0.0,100.0,0.0,0.0,0.0,0.0,73.75,53.02,4.4,4.35,0.33,0.33,3.0,3.0,0.69,3.13,0.22,1.12,0.0,2.54,1.0,0.11,0.0,0.0014,4120.0,19.78,80.22,0.0,0.0,0.0,46.0,1791.39,572.68,2595.51,6.26,156.4,1.38,34.51,,7762020.0,2635724.0,1639260.0,93903852.0,5065214.0,140.0,492366.0,6732124.0,79352.0,4512914.0,8409548.0,0.0,17682.0,103320.0,111.19,135.81,417.34,293.04,528.53,428.85,2132426325.0,957.37,139.01,1.38,142.68,4.71,281.69,6.1,2132342255.0,287.79,810.22,434.94,1245.16,1.1099731057897,3138.0859321682,3315.6816290945,25158196.0,8894857882.0,1024
18,3313.2589598301,3285.2924912366,23.389,2024-02-13,13:12:42.115,0.22,2.77,0.08,1.11,0.08,18.85,1.0,0.21,0.0,0.0017,19320.0,0.53,0.43,99.0,45.0,11380.8,4105.08,2597.69,5.54,138.62,0.44,10.95,0.05,1.65,0.03,1.22,0.01,2.19,1.0,0.39,0.0,0.0009,22840.0,0.28,0.01,96.0,38.0,2341.35,1415.5,2597.69,3.31,82.7,0.09,2.25,7.09,66.24,0.01,26.66,0.0,100.0,0.0,0.0,0.0,0.0,2.23,27.47,0.14,70.17,0.0,100.0,0.0,0.0,0.0,0.0,73.86,53.07,4.43,4.36,0.33,0.33,3.0,3.0,0.69,3.12,0.22,1.12,0.0,2.57,1.0,0.11,0.0,0.0014,3680.0,19.86,80.14,0.0,0.0,0.0,46.0,1793.89,575.55,2597.69,6.23,155.84,1.38,34.53,,7766542.0,2644068.0,1635606.0,89346628.0,5073110.0,140.0,492856.0,6740706.0,80346.0,4429446.0,8269646.0,0.0,17360.0,104090.0,112.07,136.88,420.23,295.03,532.3,431.91,2132374523.0,964.21,136.36,1.32,140.04,4.64,276.41,5.96,2132357984.0,282.36,808.7,437.87,1246.57,1.108313343417,3135.9288248834,3313.2589598301,26266552.0,9286864072.0,1024
19,3314.1036491438,3314.2742109232,19.242,2024-02-13,13:12:43.115,0.22,2.75,0.08,1.11,0.1,18.79,0.99,0.21,0.0,0.0017,19520.0,0.53,0.43,99.0,45.0,11360.75,4124.92,2597.73,5.51,137.71,0.44,10.93,0.05,1.6,0.03,1.22,0.01,2.19,1.0,0.38,0.0,0.0009,22960.0,0.27,0.01,95.0,37.0,2349.48,1465.5,2597.73,3.21,80.16,0.09,2.26,7.12,66.33,0.02,26.53,0.0,100.0,0.0,0.0,0.0,0.0,2.32,28.07,0.14,69.47,0.0,100.0,0.0,0.0,0.0,0.0,73.9,53.27,4.41,4.36,0.33,0.33,3.0,3.0,0.69,3.12,0.22,1.12,0.0,2.57,1.0,0.11,0.0,0.0014,4080.0,19.85,80.15,0.0,0.0,0.0,46.0,1791.38,575.03,2597.73,6.23,155.76,1.38,34.48,,7781592.0,2647918.0,1788094.0,93582804.0,5080516.0,112.0,500444.0,6731844.0,79478.0,4701326.0,8669150.0,0.0,17556.0,104076.0,111.42,136.18,418.73,293.83,530.15,430.01,2134504545.0,960.16,134.91,1.62,138.34,4.91,273.25,6.53,2134487803.0,279.78,803.4,436.54,1239.94,1.1114436895683,3136.2726588129,3314.1036491438,27378010.0,9678903202.0,1024
20,3314.8506704571,3314.9999180316,17.673,2024-02-13,13:12:44.115,0.22,2.77,0.08,1.12,0.09,18.79,0.99,0.21,0.0,0.0016,20800.0,0.53,0.43,99.0,45.0,11391.92,4115.06,2597.55,5.54,138.42,0.44,10.96,0.05,1.65,0.03,1.22,0.01,2.27,1.0,0.38,0.0,0.001,23440.0,0.27,0.01,96.0,37.0,2348.85,1426.07,2597.55,3.29,82.35,0.09,2.26,7.1,66.26,0.02,26.62,0.0,100.0,0.0,0.0,0.0,0.0,2.25,27.51,0.13,70.11,0.0,100.0,0.0,0.0,0.0,0.0,73.95,53.09,4.42,4.36,0.33,0.33,3.0,3.0,0.69,3.13,0.22,1.12,0.0,2.57,1.0,0.11,0.0,0.0014,4560.0,19.82,80.18,0.0,0.0,0.0,46.0,1797.49,574.2,2597.55,6.26,156.52,1.38,34.6,,7789740.0,2649948.0,1773156.0,88763514.0,5079690.0,140.0,502964.0,6726188.0,80262.0,4667908.0,8520358.0,0.0,17416.0,103922.0,111.8,136.28,420.22,294.67,532.01,430.95,2132293055.0,962.96,133.92,1.64,137.4,4.96,271.32,6.6,2132292699.0,277.92,803.33,437.55,1240.88,1.1089541026573,3137.4180140319,3314.8506704571,28487002.0,10071093856.0,1024
21,3315.260356502,3315.2446129194,30.336,2024-02-13,13:12:45.116,0.22,2.75,0.08,1.12,0.1,18.78,0.99,0.21,0.0,0.0017,20560.0,0.53,0.43,99.0,45.0,11376.15,4135.82,2597.5,5.5,137.53,0.44,10.95,0.05,1.64,0.03,1.22,0.01,2.34,1.0,0.38,0.0,0.001,24280.0,0.27,0.01,95.0,38.0,2341.76,1428.57,2597.5,3.28,81.96,0.09,2.25,7.14,66.27,0.01,26.59,0.0,100.0,0.0,0.0,0.0,0.0,2.25,27.66,0.11,69.97,0.0,100.0,0.0,0.0,0.0,0.0,73.99,53.15,4.41,4.35,0.33,0.33,3.0,3.0,0.69,3.12,0.22,1.12,0.0,2.57,1.0,0.11,0.0,0.0014,4360.0,19.82,80.18,0.0,0.0,0.0,45.0,1793.6,574.33,2597.5,6.25,156.15,1.38,34.53,,7792638.0,2646336.0,1700104.0,93809380.0,5067552.0,294.0,494200.0,6721358.0,79534.0,4837868.0,8591576.0,0.0,17990.0,104160.0,111.66,135.43,419.25,293.49,530.91,428.91,2134440418.0,959.83,135.66,2.35,139.35,5.65,275.01,8.0,2134773944.0,283.01,805.92,436.91,1242.84,1.1086454790365,3137.8770798562,3315.260356502,29595674.0,10463337874.0,1024
22,3315.9566867815,3315.796181739,21.652,2024-02-13,13:12:46.116,0.22,2.75,0.08,1.12,0.09,18.8,1.0,0.21,0.0,0.0017,21240.0,0.53,0.43,99.0,45.0,11351.24,4122.66,2597.85,5.51,137.67,0.44,10.92,0.05,1.64,0.03,1.22,0.01,2.29,1.0,0.38,0.0,0.001,24320.0,0.28,0.01,95.0,38.0,2339.85,1428.83,2597.85,3.28,81.88,0.09,2.25,7.11,66.76,0.03,26.09,0.0,100.0,0.0,0.0,0.0,0.0,2.26,28.04,0.19,69.52,0.0,100.0,0.0,0.0,0.0,0.0,74.04,53.15,4.41,4.36,0.33,0.33,3.0,3.0,0.69,3.1,0.22,1.12,0.0,2.57,1.0,0.11,0.0,0.0014,4680.0,19.88,80.12,0.0,0.0,0.0,45.0,1786.51,576.05,2597.85,6.2,155.07,1.38,34.38,,7834204.0,2634422.0,1849414.0,88076366.0,5069680.0,0.0,309302.0,6730962.0,80402.0,4620742.0,9214240.0,0.0,17990.0,109816.0,112.33,136.7,422.59,295.79,534.92,432.48,2132669741.0,967.4,138.09,1.84,141.28,5.19,279.37,7.03,2132444652.0,286.4,814.29,439.51,1253.8,1.1089273584241,3138.5283094337,3315.9566867815,30704664.0,10855676074.0,1024
23,3315.8885377654,3316.0591528633,15.817,2024-02-13,13:12:47.116,0.22,2.64,0.08,1.12,0.11,18.19,0.99,0.21,0.0,0.0016,20080.0,0.55,0.44,99.0,45.0,11184.32,4243.47,2597.7,5.27,131.78,0.43,10.76,0.05,1.64,0.03,1.22,0.01,2.29,1.0,0.38,0.0,0.001,24760.0,0.28,0.01,95.0,38.0,2342.39,1424.63,2597.7,3.29,82.21,0.09,2.25,7.32,66.94,0.01,25.73,0.0,100.0,0.0,0.0,0.0,0.0,2.24,27.53,0.15,70.07,0.0,100.0,0.0,0.0,0.0,0.0,74.01,53.12,4.41,4.36,555308.06,555399.59,3.0,3.0,0.67,3.02,0.22,1.12,0.0,2.48,1.0,0.11,0.0,0.0014,3720.0,19.84,80.16,0.0,0.0,0.0,45.0,1736.33,574.92,2597.7,6.04,151.01,1.34,33.42,,7822164.0,2610720.0,1812230.0,93966614.0,5088790.0,0.0,513254.0,6736674.0,79212.0,4637010.0,8205974.0,0.0,18046.0,104216.0,116.34,138.4,433.09,299.84,549.43,438.24,2132625676.0,987.67,136.13,1.61,139.05,4.91,275.18,6.52,2132578449.0,281.71,824.62,444.77,1269.38,1.1082650563862,3138.5661287436,3315.8885377654,31812958.0,11248007086.0,1024
24,3315.8782544615,3315.5455890032,16.212,2024-02-13,13:12:48.117,0.22,2.77,0.08,1.12,0.09,18.86,1.0,0.2,0.0,0.0017,20080.0,0.52,0.43,99.0,44.0,11407.28,4114.74,2597.76,5.54,138.61,0.44,10.98,0.05,1.64,0.03,1.22,0.01,2.28,0.99,0.38,0.0,0.001,24840.0,0.27,0.01,96.0,37.0,2342.56,1424.95,2597.76,3.29,82.2,0.09,2.25,7.1,66.23,0.01,26.66,0.0,100.0,0.0,0.0,0.0,0.0,2.24,27.48,0.12,70.15,0.0,100.0,0.0,0.0,0.0,0.0,74.04,53.11,4.42,4.36,0.33,0.33,3.0,3.0,0.69,3.13,0.22,1.12,0.0,2.57,1.0,0.11,0.0,0.0014,3960.0,19.86,80.14,0.0,0.0,0.0,44.0,1801.28,575.45,2597.76,6.26,156.51,1.39,34.67,,7809312.0,2616838.0,1687896.0,89950966.0,5098436.0,0.0,509908.0,6705692.0,79884.0,4540788.0,7764610.0,0.0,18032.0,104594.0,111.36,136.17,418.33,293.74,529.68,429.91,2134503869.0,959.59,136.06,1.83,139.71,5.16,275.77,6.99,2134469459.0,282.76,805.45,436.9,1242.35,1.1086640527049,3138.4920060287,3315.8782544615,32921694.0,11640344046.0,1024
25,3315.1392800498,3315.0788130378,11.283,2024-02-13,13:12:49.119,0.21,2.33,0.09,1.12,0.25,17.52,0.99,0.24,0.0,0.0016,20280.0,0.61,0.5,97.0,45.0,10841.17,4645.12,2598.08,4.67,116.69,0.42,10.43,0.04,1.33,0.03,1.19,0.06,2.72,0.98,0.39,0.0,0.0012,23920.0,0.31,0.02,90.0,37.0,2280.66,1713.96,2598.08,2.66,66.53,0.09,2.19,8.01,68.92,0.03,23.04,0.0,100.0,0.0,0.0,0.0,0.0,2.77,31.64,0.17,65.42,0.0,100.0,0.0,0.0,0.0,0.0,74.56,54.18,4.47,4.38,0.0,0.0,3.0,3.0,0.65,2.95,0.22,1.12,0.0,2.35,1.0,0.11,0.0,0.0014,1960.0,19.82,80.18,0.0,0.0,0.0,45.0,1693.05,574.26,2598.08,5.9,147.41,1.3,32.59,,7813064.0,2166990.0,4317908.0,79922542.0,5091954.0,0.0,505708.0,6716808.0,85330.0,5068308.0,8785406.0,0.0,18732.0,103684.0,136.66,166.56,497.47,347.56,634.12,514.11,2132412456.0,1148.23,160.5,13.31,163.69,16.56,324.19,29.87,2132454586.0,354.06,958.31,543.98,1502.29,1.1085829553108,3137.7660072,3315.1392800498,34030301.0,12032573304.0,1024
