26,3314.6991386779,3291.9367646259,20.807,2024-02-13,13:12:50.116,0.22,2.62,0.08,1.12,0.12,18.34,0.99,0.21,0.0,0.0016,21120.0,0.55,0.45,98.0,44.0,11196.51,4276.48,2595.3,5.24,130.91,0.43,10.79,0.05,1.48,0.03,1.21,0.05,2.56,0.98,0.4,0.0,0.0011,23040.0,0.31,0.02,94.0,37.0,2346.14,1589.4,2595.3,2.95,73.81,0.09,2.26,7.39,66.83,0.01,25.77,0.0,100.0,0.0,0.0,0.0,0.0,2.54,29.33,0.19,67.94,0.0,100.0,0.0,0.0,0.0,0.0,74.04,53.6,4.43,4.36,0.33,0.33,3.0,3.0,0.68,3.09,0.22,1.12,0.0,2.51,1.0,0.11,0.0,0.0014,3960.0,19.76,80.24,0.0,0.0,0.0,44.0,1765.92,572.19,2595.3,6.17,154.31,1.36,34.02,,7791098.0,2593780.0,1677102.0,94723062.0,5086522.0,126.0,506380.0,6699686.0,79310.0,4449704.0,7564074.0,0.0,18620.0,103222.0,111.5,137.86,417.98,295.35,529.48,433.21,2134638663.0,962.69,146.66,2.39,150.34,5.73,297.0,8.13,2134577181.0,305.12,826.48,441.34,1267.81,1.1113195918771,3136.8880039776,3314.6991386779,35141630.0,12424687624.0,1024
27,3315.0975158322,3315.0762217047,18.602,2024-02-13,13:12:51.117,0.22,2.76,0.08,1.12,0.09,18.82,1.0,0.21,0.0,0.0016,21440.0,0.53,0.43,99.0,44.0,11408.2,4131.43,2597.85,5.52,138.07,0.44,10.98,0.04,1.57,0.03,1.21,0.01,2.26,0.99,0.39,0.0,0.001,22880.0,0.29,0.01,95.0,37.0,2334.46,1482.67,2597.85,3.15,78.72,0.09,2.25,7.13,66.59,0.02,26.26,0.0,100.0,0.0,0.0,0.0,0.0,2.35,28.49,0.14,69.02,0.0,100.0,0.0,0.0,0.0,0.0,74.16,53.43,4.43,4.37,0.33,0.33,3.0,3.0,0.69,3.13,0.22,1.12,0.0,2.56,1.0,0.11,0.0,0.0014,4360.0,19.82,80.18,0.0,0.0,0.0,45.0,1799.03,574.26,2597.85,6.27,156.64,1.39,34.63,,7812504.0,2587998.0,1724590.0,96192586.0,5086438.0,140.0,507206.0,6709164.0,79100.0,4531548.0,7867034.0,0.0,18046.0,102592.0,110.07,136.57,413.59,292.71,523.66,429.28,2132447586.0,952.94,140.6,1.88,144.08,5.2,284.68,7.08,2132417162.0,291.76,808.34,436.36,1244.7,1.1074953054677,3137.8982669574,3315.0975158322,36249154.0,12816935070.0,1024
28,3315.7135416109,3315.8988788763,18.394,2024-02-13,13:12:52.117,0.22,2.78,0.08,1.12,0.07,18.85,1.0,0.2,0.0,0.0016,21320.0,0.52,0.43,99.0,44.0,11436.86,4112.83,2597.84,5.56,139.04,0.44,11.01,0.04,1.64,0.03,1.22,0.01,2.28,1.0,0.39,0.0,0.001,22840.0,0.28,0.01,96.0,37.0,2331.37,1422.8,2597.84,3.28,81.93,0.09,2.24,7.1,66.49,0.05,26.36,0.0,100.0,0.0,0.0,0.0,0.0,2.25,27.82,0.14,69.8,0.0,100.0,0.0,0.0,0.0,0.0,74.2,53.17,4.43,4.36,0.33,0.33,3.0,3.0,0.69,3.13,0.22,1.12,0.0,2.58,1.0,0.11,0.0,0.0014,4280.0,19.87,80.13,0.0,0.0,0.0,45.0,1804.0,575.69,2597.84,6.27,156.68,1.39,34.72,,7800534.0,2588222.0,1715252.0,94734710.0,5097610.0,140.0,507458.0,6703214.0,79520.0,4429404.0,7740012.0,0.0,18228.0,103208.0,111.1,137.06,415.75,293.72,526.85,430.78,2132667178.0,957.63,137.99,1.56,141.46,4.89,279.45,6.44,2132737604.0,285.89,806.3,437.22,1243.52,1.1080731093118,3138.421844121,3315.7135416109,37357281.0,13209256880.0,1024
29,3314.4818680735,3272.0341157635,22.893,2024-02-13,13:12:53.117,0.22,2.76,0.08,1.12,0.09,18.79,0.99,0.21,0.0,0.0017,20360.0,0.53,0.43,99.0,44.0,11386.88,4124.91,2597.51,5.52,138.03,0.44,10.96,0.05,1.64,0.03,1.22,0.02,2.35,0.99,0.38,0.0,0.001,23000.0,0.28,0.01,95.0,37.0,2342.99,1428.91,2597.51,3.28,81.99,0.09,2.25,7.12,66.21,0.01,26.67,0.0,100.0,0.0,0.0,0.0,0.0,2.25,27.55,0.16,70.04,0.0,100.0,0.0,0.0,0.0,0.0,74.16,53.18,4.42,4.35,0.33,0.03,3.0,3.0,0.69,3.12,0.22,1.12,0.0,2.57,1.0,0.11,0.0,0.0014,3960.0,19.82,80.18,0.0,0.0,0.0,44.0,1791.11,574.32,2597.51,6.24,155.93,1.38,34.48,,7796488.0,2584540.0,1782802.0,96471774.0,5074118.0,140.0,507332.0,6701296.0,79240.0,4638480.0,7787640.0,0.0,18228.0,104118.0,110.27,135.96,414.14,292.16,524.41,428.12,2134559702.0,952.53,135.93,1.63,139.15,4.96,275.08,6.59,2134785933.0,281.67,799.49,434.7,1234.2,1.111313441115,3136.6717174951,3314.4818680735,38468642.0,13601357624.0,1024
30,3314.7896803735,3314.7867584949,23.542,2024-02-13,13:12:54.117,0.22,2.77,0.08,1.12,0.08,18.87,1.0,0.2,0.0,0.0017,21040.0,0.52,0.43,99.0,44.0,11420.84,4116.53,2597.72,5.55,138.72,0.44,10.99,0.04,1.64,0.03,1.22,0.01,2.3,0.99,0.38,0.0,0.001,23120.0,0.27,0.01,96.0,37.0,2335.2,1423.42,2597.72,3.28,82.03,0.09,2.25,7.1,66.23,0.03,26.63,0.0,100.0,0.0,0.0,0.0,0.0,2.24,27.57,0.17,70.02,0.0,100.0,0.0,0.0,0.0,0.0,74.21,53.17,4.42,4.36,0.33,0.33,3.0,3.0,0.69,3.13,0.22,1.12,0.0,2.58,1.0,0.11,0.0,0.0014,4120.0,19.84,80.16,0.0,0.0,0.0,44.0,1799.14,574.83,2597.72,6.26,156.49,1.39,34.63,,7796614.0,2582930.0,1683738.0,95734366.0,5070688.0,140.0,508718.0,6709472.0,80080.0,4459868.0,7739746.0,0.0,18256.0,103530.0,110.9,136.73,416.11,293.56,527.01,430.29,2132618099.0,957.3,135.71,1.69,139.07,4.99,274.78,6.68,2132636348.0,281.46,801.79,436.97,1238.76,1.1098263949928,3137.2174571747,3314.7896803735,39578530.0,13993531574.0,1024
31,3314.1834350803,3313.8074426961,21.174,2024-02-13,13:12:55.118,0.22,2.76,0.08,1.12,0.1,18.83,0.99,0.21,0.0,0.0017,21000.0,0.53,0.43,99.0,44.0,11401.58,4129.68,2597.75,5.52,138.04,0.44,10.97,0.05,1.65,0.03,1.22,0.01,2.28,1.0,0.38,0.0,0.001,22800.0,0.27,0.01,95.0,37.0,2346.35,1424.14,2597.75,3.3,82.38,0.09,2.26,7.13,66.23,0.02,26.63,0.0,100.0,0.0,0.0,0.0,0.0,2.24,27.49,0.14,70.12,0.0,100.0,0.0,0.0,0.0,0.0,74.29,53.16,4.43,4.36,0.33,0.33,3.0,3.0,0.69,3.12,0.22,1.12,0.0,2.57,1.0,0.11,0.0,0.0014,4240.0,19.81,80.19,0.0,0.0,0.0,44.0,1792.45,574.0,2597.75,6.25,156.14,1.38,34.5,,7817530.0,2547706.0,1801296.0,96064458.0,5063758.0,140.0,506646.0,6711838.0,79520.0,4529938.0,7641746.0,0.0,18116.0,102984.0,110.11,135.61,414.23,292.09,524.34,427.69,2134775793.0,952.03,134.18,1.26,137.72,4.59,271.9,5.85,2134539042.0,277.76,796.24,433.55,1229.79,1.1093876710901,3136.6814077059,3314.1834350803,40687974.0,14385636658.0,1024
32,3314.9643597126,3314.980535632,34.326,2024-02-13,13:12:56.117,0.22,2.77,0.08,1.12,0.08,18.79,1.0,0.21,0.0,0.0017,21000.0,0.52,0.43,99.0,44.0,11342.6,4096.47,2595.27,5.54,138.44,0.44,10.93,0.05,1.63,0.03,1.22,0.01,2.31,0.99,0.39,0.0,0.001,22800.0,0.27,0.01,95.0,37.0,2345.47,1441.27,2595.27,3.25,81.37,0.09,2.26,7.08,66.29,0.01,26.62,0.0,100.0,0.0,0.0,0.0,0.0,2.28,27.62,0.14,69.96,0.0,100.0,0.0,0.0,0.0,0.0,74.18,53.13,4.43,4.35,0.0,0.0,3.0,3.0,0.69,3.12,0.22,1.12,0.01,2.57,1.0,0.11,0.0,0.0014,4040.0,19.76,80.24,0.0,0.0,0.0,44.0,1782.76,572.08,2595.27,6.23,155.81,1.37,34.35,,7810908.0,2493666.0,2334444.0,94622150.0,5062176.0,154.0,475846.0,6707764.0,79198.0,5218906.0,8007034.0,0.0,15862.0,88354.0,110.89,136.11,416.67,293.31,527.56,429.42,2132349710.0,956.98,133.7,1.53,137.76,4.84,271.46,6.37,2132361051.0,277.83,799.02,435.79,1234.8,1.1080263983855,3137.6801359709,3314.9643597126,41796070.0,14777871312.0,1024
33,3314.7304197967,3315.474731397,13.088,2024-02-13,13:12:57.117,0.22,2.82,0.08,1.12,0.09,17.64,1.0,0.21,0.0,0.0015,20480.0,0.51,0.41,99.0,44.0,11600.19,4120.53,2597.57,5.63,140.76,0.45,11.16,0.05,1.64,0.03,1.22,0.02,2.24,0.99,0.38,0.0,0.001,23360.0,0.25,0.01,95.0,36.0,2349.43,1428.95,2597.57,3.29,82.21,0.09,2.26,7.11,66.68,0.02,26.19,0.0,100.0,0.0,0.0,0.0,0.0,2.26,28.0,0.14,69.6,0.0,100.0,0.0,0.0,0.0,0.0,74.47,53.17,4.41,4.35,0.33,0.33,3.0,3.0,0.7,3.18,0.22,1.12,0.0,2.4,1.0,0.11,0.0,0.0013,4360.0,19.82,80.18,0.0,0.0,0.0,44.0,1828.69,574.34,2597.57,6.37,159.2,1.41,35.2,,6712818.0,2224054.0,2228660.0,87476158.0,4300100.0,154.0,372652.0,5714450.0,67298.0,5190962.0,7164808.0,0.0,15540.0,87990.0,103.75,120.85,393.92,270.5,497.67,391.35,2132524496.0,889.02,119.0,2.1,122.75,5.42,241.76,7.52,2132439761.0,249.28,739.43,398.87,1138.3,1.11081375999,3137.0002181983,3314.7304197967,42906884.0,15169996424.0,1024
34,3315.8338882703,3315.0998274164,12.969,2024-02-13,13:12:58.118,0.21,2.0,0.1,1.12,0.21,14.16,0.99,0.34,0.0,0.0013,22880.0,0.51,0.39,96.0,43.0,10762.26,5369.71,2597.73,4.01,100.21,0.41,10.35,0.05,1.03,0.05,1.16,0.1,3.17,0.97,0.49,0.0,0.0012,24160.0,0.29,0.03,90.0,37.0,2661.79,2574.37,2597.73,2.07,51.7,0.1,2.56,9.26,70.28,0.03,20.43,0.0,100.0,0.0,0.0,0.0,0.0,4.28,40.23,0.11,55.38,0.0,100.0,0.0,0.0,0.0,0.0,76.79,59.73,4.42,4.38,0.0,0.33,3.0,3.0,0.62,2.82,0.22,1.12,0.0,1.77,1.0,0.14,0.0,0.0011,760.0,19.85,80.15,0.0,0.0,0.0,43.0,1623.57,575.09,2597.73,5.65,141.16,1.25,31.25,,6572342.0,1835778.0,12826338.0,25859162.0,3180506.0,154.0,158018.0,5707912.0,68978.0,5337570.0,9828196.0,0.0,15064.0,88046.0,115.85,122.47,422.97,277.59,538.83,400.06,2134730180.0,938.89,151.89,17.9,155.46,21.22,307.35,39.11,2134888131.0,346.46,846.17,439.18,1285.35,1.1085833339154,3138.4605548438,3315.8338882703,44015494.0,15562313430.0,1024
35,3314.4178288898,3314.6646586956,18.458,2024-02-13,13:12:59.118,0.2,1.95,0.1,1.12,0.36,7.61,0.95,0.55,0.0,0.0007,23160.0,0.5,0.38,98.0,43.0,10359.66,5312.91,2597.27,3.9,97.5,0.4,9.98,0.05,1.01,0.05,1.16,0.05,2.16,0.98,0.45,0.0,0.0008,24320.0,0.29,0.02,87.0,36.0,2634.3,2602.17,2597.27,2.02,50.62,0.1,2.54,9.17,68.07,0.02,22.74,0.0,100.0,0.0,0.0,0.0,0.0,4.33,40.76,0.1,54.81,0.0,100.0,0.0,0.0,0.0,0.0,75.15,59.78,4.4,4.38,0.33,0.33,3.0,3.0,0.54,2.7,0.2,1.12,0.02,0.73,0.97,0.24,0.0,0.0005,3240.0,17.96,72.55,0.02,9.47,0.0,43.0,1404.08,520.13,2597.27,5.4,134.97,1.08,27.03,,2111032.0,1824718.0,2219868.0,12646844.0,4193616.0,154.0,370174.0,5707534.0,67648.0,5206068.0,10009496.0,0.0,14980.0,88956.0,99.57,109.3,360.25,239.75,459.81,349.05,2132186282.0,808.87,146.2,12.15,150.31,15.46,296.5,27.61,2132537557.0,324.11,756.32,376.66,1132.98,1.1086237997099,3137.0380209362,3314.4178288898,45124775.0,15954675640.0,1024
36,3279.4428090141,3206.1401169154,21.892,2024-02-13,13:13:00.118,0.2,2.73,0.07,1.12,0.26,6.92,0.96,0.35,0.0,0.0007,23320.0,0.37,0.28,94.0,43.0,10353.9,3790.61,2597.43,5.46,136.57,0.4,9.97,0.04,1.33,0.03,1.19,0.08,2.79,0.97,0.4,0.0,0.0012,24680.0,0.3,0.03,89.0,36.0,2322.72,1746.48,2597.43,2.66,66.5,0.09,2.24,6.53,59.32,0.06,34.09,0.0,100.0,0.0,0.0,0.0,0.0,2.83,32.23,0.28,64.66,0.0,100.0,0.0,0.0,0.0,0.0,70.33,54.35,4.28,4.37,0.33,0.33,3.0,3.0,0.59,3.3,0.18,1.12,0.0,1.06,1.0,0.12,0.0,0.0007,3400.0,15.95,66.84,0.0,17.21,0.0,43.0,1523.29,462.23,2597.43,6.59,164.78,1.17,29.32,,1014552.0,743876.0,2317910.0,56068992.0,4306232.0,140.0,27216.0,5698714.0,67956.0,5136250.0,7833854.0,0.0,14882.0,89054.0,68.39,81.35,239.85,167.59,308.23,248.94,2133827521.0,557.17,136.52,6.66,139.55,9.9,276.07,16.55,2133271639.0,292.62,584.3,265.49,849.79,1.0976023138037,3103.8264388055,3279.4428090141,46222442.0,16342676810.0,1024
37,2816.7176156856,2816.3032663176,17.578,2024-02-13,13:13:01.118,0.21,3.22,0.07,1.12,0.06,7.74,0.99,0.32,0.0,0.0007,23760.0,0.2,0.19,98.0,43.0,11104.55,3453.36,2597.1,6.43,160.78,0.43,10.69,0.05,1.68,0.03,1.22,0.01,2.11,0.99,0.39,0.0,0.0009,23840.0,0.25,0.01,96.0,36.0,2354.95,1403.75,2597.1,3.36,83.88,0.09,2.27,5.95,56.05,0.03,37.97,0.0,100.0,0.0,0.0,0.0,0.0,2.21,27.45,0.13,70.21,0.0,100.0,0.0,0.0,0.0,0.0,69.92,53.13,4.13,4.35,0.33,0.33,3.0,3.0,0.62,3.47,0.18,1.12,0.0,1.19,1.0,0.12,0.0,0.0007,4280.0,15.94,65.13,0.0,18.93,0.0,43.0,1602.48,462.29,2597.1,6.93,173.32,1.23,30.85,,6791442.0,878066.0,1600214.0,66831478.0,4307394.0,140.0,29232.0,5712868.0,67480.0,5032594.0,7794892.0,0.0,14910.0,88242.0,44.55,64.14,157.48,122.61,202.02,186.75,2134450889.0,388.77,121.06,1.75,124.32,5.04,245.38,6.8,2134481955.0,252.17,447.4,193.54,640.94,0.94222269631588,2665.9619842751,2816.7176156856,47164682.0,16675928178.0,1514
38,2812.9005081928,1298.4422283059,23.434,2024-02-13,13:13:02.118,0.22,3.28,0.07,1.12,0.04,7.36,0.99,0.33,0.0,0.0007,22880.0,0.17,0.18,98.0,43.0,11314.29,3448.38,2596.87,6.56,164.05,0.44,10.89,0.04,1.67,0.03,1.22,0.03,2.11,0.99,0.38,0.0,0.0009,24040.0,0.24,0.01,96.0,36.0,2334.81,1398.15,2596.87,3.34,83.5,0.09,2.25,5.95,56.64,0.06,37.36,0.0,100.0,0.0,0.0,0.0,0.0,2.2,27.62,0.17,70.0,0.0,100.0,0.0,0.0,0.0,0.0,70.16,53.16,4.15,4.34,0.33,0.33,3.0,3.0,0.63,3.49,0.18,1.12,0.0,1.04,1.0,0.13,0.0,0.0006,4040.0,16.03,65.07,0.0,18.9,0.0,44.0,1624.67,465.05,2596.87,6.99,174.68,1.25,31.28,,2158380.0,1943340.0,1963598.0,72540496.0,2552802.0,168.0,233184.0,5703208.0,68348.0,5200552.0,8141756.0,0.0,14966.0,88004.0,40.47,65.63,141.46,118.36,181.93,183.99,2132211448.0,365.92,119.61,2.04,123.51,5.34,243.12,7.38,2132200279.0,250.5,425.05,191.37,616.42,0.94105213413887,2662.3321667306,2812.9005081928,48105771.0,17008732736.0,1514
39,2809.9468042686,661.18263694889,20.269,2024-02-13,13:13:03.119,0.22,3.28,0.07,1.12,0.05,7.11,0.99,0.37,0.0,0.0006,23400.0,0.18,0.18,98.0,43.0,11525.55,3511.87,2599.42,6.56,164.09,0.44,11.08,0.05,1.68,0.03,1.22,0.02,2.13,0.99,0.39,0.0,0.0009,24040.0,0.24,0.01,96.0,35.0,2348.53,1401.13,2599.42,3.35,83.81,0.09,2.26,6.06,57.22,0.05,36.67,0.0,100.0,0.0,0.0,0.0,0.0,2.21,27.82,0.16,69.82,0.0,100.0,0.0,0.0,0.0,0.0,70.53,53.22,4.16,4.35,0.03,0.0,3.0,3.0,0.62,3.5,0.18,1.12,0.0,1.0,1.0,0.17,0.0,0.0006,4640.0,15.9,65.21,0.0,18.9,0.0,43.0,1611.93,460.87,2599.42,7.0,174.88,1.24,31.01,,1568896.0,2217726.0,1983184.0,16959880.0,4306512.0,140.0,29260.0,5698714.0,67564.0,5497940.0,8032346.0,0.0,14994.0,88340.0,33.91,58.72,115.32,100.96,149.23,159.68,2134386265.0,308.91,117.2,1.64,121.08,4.93,238.28,6.57,2134428915.0,244.85,387.51,166.25,553.76,0.94210314390598,2659.2103012437,2809.9468042686,49047885.0,17341137854.0,1514
40,2819.7579986195,714.44191100777,20.125,2024-02-13,13:13:04.119,0.22,3.31,0.07,1.12,0.04,6.84,0.99,0.35,0.0,0.0006,23120.0,0.16,0.17,99.0,43.0,11453.78,3459.63,2596.99,6.62,165.53,0.44,11.03,0.05,1.68,0.03,1.22,0.01,2.12,0.99,0.38,0.0,0.0009,23800.0,0.24,0.01,96.0,35.0,2351.29,1402.92,2596.99,3.35,83.8,0.09,2.26,5.97,56.62,0.02,37.4,0.0,100.0,0.0,0.0,0.0,0.0,2.21,27.42,0.14,70.23,0.0,100.0,0.0,0.0,0.0,0.0,70.35,53.1,4.09,4.34,0.0,0.33,3.0,3.0,0.62,3.51,0.18,1.12,0.0,0.95,1.0,0.14,0.0,0.0006,4160.0,15.68,65.4,0.0,18.92,0.0,44.0,1597.47,454.96,2596.99,7.02,175.56,1.23,30.76,,934878.0,1892142.0,2571506.0,5973394.0,4316928.0,84.0,117110.0,5701724.0,67494.0,5363134.0,8097208.0,0.0,15050.0,88662.0,33.69,59.19,114.29,101.07,147.98,160.26,2132283297.0,308.25,117.53,1.49,120.93,4.78,238.46,6.27,2132248091.0,244.73,386.44,166.53,552.97,0.94373484251623,2668.7604238169,2819.7579986195,49991629.0,17674736144.0,1514
41,2820.0124070298,845.86639524037,12.723,2024-02-13,13:13:05.119,0.22,3.29,0.07,1.12,0.05,6.93,0.99,0.36,0.0,0.0006,22760.0,0.16,0.16,98.0,43.0,11273.02,3424.6,2597.04,6.58,164.59,0.43,10.85,0.05,1.68,0.03,1.22,0.01,2.15,0.99,0.38,0.0,0.0009,24040.0,0.24,0.01,95.0,35.0,2350.24,1401.1,2597.04,3.35,83.87,0.09,2.26,5.91,55.95,0.01,38.13,0.0,100.0,0.0,0.0,0.0,0.0,2.21,27.45,0.13,70.22,0.0,100.0,0.0,0.0,0.0,0.0,69.89,53.18,4.19,4.36,0.33,0.33,3.0,3.0,0.64,3.55,0.18,1.12,0.0,0.99,1.0,0.13,0.0,0.0006,4080.0,16.04,68.53,0.0,15.43,0.0,48.0,1654.32,465.43,2597.04,7.11,177.72,1.27,31.85,,899346.0,1834266.0,2003960.0,5997278.0,4312280.0,0.0,32522.0,5690356.0,67046.0,5373438.0,8028650.0,0.0,15162.0,91266.0,33.17,60.0,112.21,101.34,145.38,161.35,2134330141.0,306.72,115.63,1.46,118.72,4.76,234.35,6.22,2134285111.0,240.57,379.72,167.56,547.29,0.94406499637941,2668.9620076091,2820.0124070298,50935727.0,18008368058.0,1514
42,2819.9728285406,770.70619727123,20.972,2024-02-13,13:13:06.119,0.22,3.29,0.07,1.12,0.05,7.35,0.99,0.34,0.0,0.0007,22080.0,0.15,0.16,98.0,43.0,11251.58,3415.42,2597.27,6.59,164.72,0.43,10.83,0.05,1.67,0.03,1.22,0.01,2.19,0.99,0.38,0.0,0.0009,23880.0,0.23,0.01,96.0,36.0,2353.81,1410.27,2597.27,3.34,83.45,0.09,2.27,5.89,56.19,0.03,37.89,0.0,100.0,0.0,0.0,0.0,0.0,2.22,27.43,0.11,70.24,0.0,100.0,0.0,0.0,0.0,0.0,70.0,53.19,4.2,4.35,0.0,0.33,3.0,3.0,0.67,3.54,0.19,1.12,0.0,1.11,1.0,0.12,0.0,0.0006,4280.0,16.96,70.17,0.0,12.88,0.0,43.0,1738.12,491.27,2597.27,7.08,176.9,1.34,33.46,,4471110.0,1956682.0,2920974.0,9449580.0,4310208.0,0.0,29484.0,5695872.0,67914.0,5638038.0,7980812.0,0.0,15036.0,88774.0,38.29,63.2,131.89,112.12,170.18,175.32,2132164456.0,345.5,115.09,1.47,117.93,4.76,233.02,6.23,2132168053.0,239.25,403.2,181.55,584.75,0.9437803879645,2668.9679664663,2819.9728285406,51879536.0,18341999168.0,1514
